"icd_class","year","age","sex","race","cause","death_count","population_count"
"icd_08","1968","20-24","female","black","non_external",732,878000
"icd_08","1968","20-24","female","black","vehicle",133,878000
"icd_08","1968","25-34","female","black","intentional_self_harm",55,1.392e+006
"icd_08","1968","25-34","female","black","undetermined",48,1.392e+006
"icd_08","1968","25-34","female","black","intentional_or_undetermined_self_harm",103,1.392e+006
"icd_08","1968","25-34","female","black","assault",372,1.392e+006
"icd_08","1968","25-34","female","black","all_cause",3442,1.392e+006
"icd_08","1968","25-34","female","black","all_external",855,1.392e+006
"icd_08","1968","25-34","female","black","non_external",2587,1.392e+006
"icd_08","1968","25-34","female","black","vehicle",206,1.392e+006
"icd_08","1968","35-44","female","black","intentional_self_harm",48,1.309e+006
"icd_08","1968","35-44","female","black","undetermined",62,1.309e+006
"icd_08","1968","35-44","female","black","intentional_or_undetermined_self_harm",110,1.309e+006
"icd_08","1968","35-44","female","black","assault",333,1.309e+006
"icd_08","1968","35-44","female","black","all_cause",7432,1.309e+006
"icd_08","1968","35-44","female","black","all_external",911,1.309e+006
"icd_08","1968","35-44","female","black","non_external",6521,1.309e+006
"icd_08","1968","35-44","female","black","vehicle",225,1.309e+006
"icd_08","1968","45-54","female","black","intentional_self_harm",35,1.1e+006
"icd_08","1968","45-54","female","black","undetermined",36,1.1e+006
"icd_08","1968","45-54","female","black","intentional_or_undetermined_self_harm",71,1.1e+006
"icd_08","1968","45-54","female","black","assault",158,1.1e+006
"icd_08","1968","45-54","female","black","all_cause",12007,1.1e+006
"icd_08","1968","45-54","female","black","all_external",610,1.1e+006
"icd_08","1968","45-54","female","black","non_external",11397,1.1e+006
"icd_08","1968","45-54","female","black","vehicle",166,1.1e+006
"icd_08","1968","55-64","female","black","intentional_self_harm",20,828000
"icd_08","1968","55-64","female","black","undetermined",13,828000
"icd_08","1968","55-64","female","black","intentional_or_undetermined_self_harm",33,828000
"icd_08","1968","55-64","female","black","assault",72,828000
"icd_08","1968","55-64","female","black","all_cause",17865,828000
"icd_08","1968","55-64","female","black","all_external",504,828000
"icd_08","1968","55-64","female","black","non_external",17361,828000
"icd_08","1968","55-64","female","black","vehicle",130,828000
"icd_08","1968","65-74","female","black","intentional_self_harm",11,563000
"icd_08","1968","65-74","female","black","undetermined",9,563000
"icd_08","1968","65-74","female","black","intentional_or_undetermined_self_harm",20,563000
"icd_08","1968","65-74","female","black","assault",28,563000
"icd_08","1968","65-74","female","black","all_cause",22756,563000
"icd_08","1968","65-74","female","black","all_external",441,563000
"icd_08","1968","65-74","female","black","non_external",22315,563000
"icd_08","1968","65-74","female","black","vehicle",98,563000
"icd_08","1968","75-84","female","black","intentional_self_harm",3,222000
"icd_08","1968","75-84","female","black","undetermined",2,222000
"icd_08","1968","75-84","female","black","intentional_or_undetermined_self_harm",5,222000
"icd_08","1968","75-84","female","black","assault",10,222000
"icd_08","1968","75-84","female","black","all_cause",15394,222000
"icd_08","1968","75-84","female","black","all_external",310,222000
"icd_08","1968","75-84","female","black","non_external",15084,222000
"icd_08","1968","75-84","female","black","vehicle",43,222000
"icd_08","1968","< 1","male","black","intentional_self_harm",0,265110
"icd_08","1968","< 1","male","black","undetermined",23,265110
"icd_08","1968","< 1","male","black","intentional_or_undetermined_self_harm",23,265110
"icd_08","1968","< 1","male","black","assault",22,265110
"icd_08","1968","< 1","male","black","all_cause",10640,265110
"icd_08","1968","< 1","male","black","all_external",445,265110
"icd_08","1968","< 1","male","black","non_external",10195,265110
"icd_08","1968","< 1","male","black","vehicle",16,265110
"icd_08","1968","1-4","male","black","intentional_self_harm",0,1.048e+006
"icd_08","1968","1-4","male","black","undetermined",35,1.048e+006
"icd_08","1968","1-4","male","black","intentional_or_undetermined_self_harm",35,1.048e+006
"icd_08","1968","1-4","male","black","assault",44,1.048e+006
"icd_08","1968","1-4","male","black","all_cause",1752,1.048e+006
"icd_08","1968","1-4","male","black","all_external",729,1.048e+006
"icd_08","1968","1-4","male","black","non_external",1023,1.048e+006
"icd_08","1968","1-4","male","black","vehicle",175,1.048e+006
"icd_08","1968","5-9","male","black","intentional_self_harm",0,1.389e+006
"icd_08","1968","5-9","male","black","undetermined",8,1.389e+006
"icd_08","1968","5-9","male","black","intentional_or_undetermined_self_harm",8,1.389e+006
"icd_08","1968","5-9","male","black","assault",19,1.389e+006
"icd_08","1968","5-9","male","black","all_cause",1009,1.389e+006
"icd_08","1968","5-9","male","black","all_external",593,1.389e+006
"icd_08","1968","5-9","male","black","non_external",416,1.389e+006
"icd_08","1968","5-9","male","black","vehicle",261,1.389e+006
"icd_08","1968","10-14","male","black","intentional_self_harm",5,1.355e+006
"icd_08","1968","10-14","male","black","undetermined",18,1.355e+006
"icd_08","1968","10-14","male","black","intentional_or_undetermined_self_harm",23,1.355e+006
"icd_08","1968","10-14","male","black","assault",64,1.355e+006
"icd_08","1968","10-14","male","black","all_cause",1033,1.355e+006
"icd_08","1968","10-14","male","black","all_external",664,1.355e+006
"icd_08","1968","10-14","male","black","non_external",369,1.355e+006
"icd_08","1968","10-14","male","black","vehicle",174,1.355e+006
"icd_08","1968","15-19","male","black","intentional_self_harm",42,1.114e+006
"icd_08","1968","15-19","male","black","undetermined",60,1.114e+006
"icd_08","1968","15-19","male","black","intentional_or_undetermined_self_harm",102,1.114e+006
"icd_08","1968","15-19","male","black","assault",565,1.114e+006
"icd_08","1968","15-19","male","black","all_cause",2432,1.114e+006
"icd_08","1968","15-19","male","black","all_external",1857,1.114e+006
"icd_08","1968","15-19","male","black","non_external",575,1.114e+006
"icd_08","1968","15-19","male","black","vehicle",550,1.114e+006
"icd_08","1968","20-24","male","black","intentional_self_harm",92,748000
"icd_08","1968","20-24","male","black","undetermined",69,748000
"icd_08","1968","20-24","male","black","intentional_or_undetermined_self_harm",161,748000
"icd_08","1968","20-24","male","black","assault",936,748000
"icd_08","1968","20-24","male","black","all_cause",2965,748000
"icd_08","1968","20-24","male","black","all_external",2280,748000
"icd_08","1968","20-24","male","black","non_external",685,748000
"icd_08","1968","20-24","male","black","vehicle",674,748000
"icd_08","1968","25-34","male","black","intentional_self_harm",179,1.165e+006
"icd_08","1968","25-34","male","black","undetermined",158,1.165e+006
"icd_08","1968","25-34","male","black","intentional_or_undetermined_self_harm",337,1.165e+006
"icd_08","1968","25-34","male","black","assault",1716,1.165e+006
"icd_08","1968","25-34","male","black","all_cause",6387,1.165e+006
"icd_08","1968","25-34","male","black","all_external",3766,1.165e+006
"icd_08","1968","25-34","male","black","non_external",2621,1.165e+006
"icd_08","1968","25-34","male","black","vehicle",860,1.165e+006
"icd_08","1968","35-44","male","black","intentional_self_harm",129,1.097e+006
"icd_08","1968","35-44","male","black","undetermined",159,1.097e+006
"icd_08","1968","35-44","male","black","intentional_or_undetermined_self_harm",288,1.097e+006
"icd_08","1968","35-44","male","black","assault",1337,1.097e+006
"icd_08","1968","35-44","male","black","all_cause",10591,1.097e+006
"icd_08","1968","35-44","male","black","all_external",3180,1.097e+006
"icd_08","1968","35-44","male","black","non_external",7411,1.097e+006
"icd_08","1968","35-44","male","black","vehicle",648,1.097e+006
"icd_08","1968","45-54","male","black","intentional_self_harm",116,957000
"icd_08","1968","45-54","male","black","undetermined",105,957000
"icd_08","1968","45-54","male","black","intentional_or_undetermined_self_harm",221,957000
"icd_08","1968","45-54","male","black","assault",840,957000
"icd_08","1968","45-54","male","black","all_cause",17281,957000
"icd_08","1968","45-54","male","black","all_external",2536,957000
"icd_08","1968","45-54","male","black","non_external",14745,957000
"icd_08","1968","45-54","male","black","vehicle",604,957000
"icd_08","1968","55-64","male","black","intentional_self_harm",82,716000
"icd_08","1968","55-64","male","black","undetermined",58,716000
"icd_08","1968","55-64","male","black","intentional_or_undetermined_self_harm",140,716000
"icd_08","1968","55-64","male","black","assault",393,716000
"icd_08","1968","55-64","male","black","all_cause",24704,716000
"icd_08","1968","55-64","male","black","all_external",1673,716000
"icd_08","1968","55-64","male","black","non_external",23031,716000
"icd_08","1968","55-64","male","black","vehicle",435,716000
"icd_08","1968","65-74","male","black","intentional_self_harm",53,453000
"icd_08","1968","65-74","male","black","undetermined",32,453000
"icd_08","1968","65-74","male","black","intentional_or_undetermined_self_harm",85,453000
"icd_08","1968","65-74","male","black","assault",132,453000
"icd_08","1968","65-74","male","black","all_cause",27469,453000
"icd_08","1968","65-74","male","black","all_external",1048,453000
"icd_08","1968","65-74","male","black","non_external",26421,453000
"icd_08","1968","65-74","male","black","vehicle",280,453000
"icd_08","1968","75-84","male","black","intentional_self_harm",20,165000
"icd_08","1968","75-84","male","black","undetermined",6,165000
"icd_08","1968","75-84","male","black","intentional_or_undetermined_self_harm",26,165000
"icd_08","1968","75-84","male","black","assault",29,165000
"icd_08","1968","75-84","male","black","all_cause",15709,165000
"icd_08","1968","75-84","male","black","all_external",409,165000
"icd_08","1968","75-84","male","black","non_external",15300,165000
"icd_08","1968","75-84","male","black","vehicle",122,165000
"icd_08","1968","< 1","female","other","intentional_self_harm",0,25334
"icd_08","1968","< 1","female","other","undetermined",1,25334
"icd_08","1968","< 1","female","other","intentional_or_undetermined_self_harm",1,25334
"icd_08","1968","< 1","female","other","assault",1,25334
"icd_08","1968","< 1","female","other","all_cause",491,25334
"icd_08","1968","< 1","female","other","all_external",16,25334
"icd_08","1968","< 1","female","other","non_external",475,25334
"icd_08","1968","< 1","female","other","vehicle",2,25334
"icd_08","1968","1-4","female","other","intentional_self_harm",0,99000
"icd_08","1968","1-4","female","other","undetermined",2,99000
"icd_08","1968","1-4","female","other","intentional_or_undetermined_self_harm",2,99000
"icd_08","1968","1-4","female","other","assault",0,99000
"icd_08","1968","1-4","female","other","all_cause",122,99000
"icd_08","1968","1-4","female","other","all_external",55,99000
"icd_08","1968","1-4","female","other","non_external",67,99000
"icd_08","1968","1-4","female","other","vehicle",21,99000
"icd_08","1968","5-9","female","other","intentional_self_harm",0,136000
"icd_08","1968","5-9","female","other","undetermined",1,136000
"icd_08","1968","5-9","female","other","intentional_or_undetermined_self_harm",1,136000
"icd_08","1968","5-9","female","other","assault",0,136000
"icd_08","1968","5-9","female","other","all_cause",50,136000
"icd_08","1968","5-9","female","other","all_external",23,136000
"icd_08","1968","5-9","female","other","non_external",27,136000
"icd_08","1968","5-9","female","other","vehicle",13,136000
"icd_08","1968","10-14","female","other","intentional_self_harm",2,121000
"icd_08","1968","10-14","female","other","undetermined",0,121000
"icd_08","1968","10-14","female","other","intentional_or_undetermined_self_harm",2,121000
"icd_08","1968","10-14","female","other","assault",1,121000
"icd_08","1968","10-14","female","other","all_cause",42,121000
"icd_08","1968","10-14","female","other","all_external",18,121000
"icd_08","1968","10-14","female","other","non_external",24,121000
"icd_08","1968","10-14","female","other","vehicle",4,121000
"icd_08","1968","15-19","female","other","intentional_self_harm",6,110000
"icd_08","1968","15-19","female","other","undetermined",1,110000
"icd_08","1968","15-19","female","other","intentional_or_undetermined_self_harm",7,110000
"icd_08","1968","15-19","female","other","assault",6,110000
"icd_08","1968","15-19","female","other","all_cause",75,110000
"icd_08","1968","15-19","female","other","all_external",44,110000
"icd_08","1968","15-19","female","other","non_external",31,110000
"icd_08","1968","15-19","female","other","vehicle",27,110000
"icd_08","1968","20-24","female","other","intentional_self_harm",5,102000
"icd_08","1968","20-24","female","other","undetermined",2,102000
"icd_08","1968","20-24","female","other","intentional_or_undetermined_self_harm",7,102000
"icd_08","1968","20-24","female","other","assault",8,102000
"icd_08","1968","20-24","female","other","all_cause",94,102000
"icd_08","1968","20-24","female","other","all_external",49,102000
"icd_08","1968","20-24","female","other","non_external",45,102000
"icd_08","1968","20-24","female","other","vehicle",20,102000
"icd_08","1968","25-34","female","other","intentional_self_harm",14,179000
"icd_08","1968","25-34","female","other","undetermined",5,179000
"icd_08","1968","25-34","female","other","intentional_or_undetermined_self_harm",19,179000
"icd_08","1968","25-34","female","other","assault",17,179000
"icd_08","1968","25-34","female","other","all_cause",274,179000
"icd_08","1968","25-34","female","other","all_external",98,179000
"icd_08","1968","25-34","female","other","non_external",176,179000
"icd_08","1968","25-34","female","other","vehicle",48,179000
"icd_08","1968","35-44","female","other","intentional_self_harm",16,163000
"icd_08","1968","35-44","female","other","undetermined",2,163000
"icd_08","1968","35-44","female","other","intentional_or_undetermined_self_harm",18,163000
"icd_08","1968","35-44","female","other","assault",5,163000
"icd_08","1968","35-44","female","other","all_cause",404,163000
"icd_08","1968","35-44","female","other","all_external",65,163000
"icd_08","1968","35-44","female","other","non_external",339,163000
"icd_08","1968","35-44","female","other","vehicle",30,163000
"icd_08","1968","45-54","female","other","intentional_self_harm",9,100000
"icd_08","1968","45-54","female","other","undetermined",3,100000
"icd_08","1968","45-54","female","other","intentional_or_undetermined_self_harm",12,100000
"icd_08","1968","45-54","female","other","assault",3,100000
"icd_08","1968","45-54","female","other","all_cause",488,100000
"icd_08","1968","45-54","female","other","all_external",54,100000
"icd_08","1968","45-54","female","other","non_external",434,100000
"icd_08","1968","45-54","female","other","vehicle",22,100000
"icd_08","1968","55-64","female","other","intentional_self_harm",4,62000
"icd_08","1968","55-64","female","other","undetermined",1,62000
"icd_08","1968","55-64","female","other","intentional_or_undetermined_self_harm",5,62000
"icd_08","1968","55-64","female","other","assault",1,62000
"icd_08","1968","55-64","female","other","all_cause",565,62000
"icd_08","1968","55-64","female","other","all_external",38,62000
"icd_08","1968","55-64","female","other","non_external",527,62000
"icd_08","1968","55-64","female","other","vehicle",14,62000
"icd_08","1968","65-74","female","other","intentional_self_harm",4,41000
"icd_08","1968","65-74","female","other","undetermined",1,41000
"icd_08","1968","65-74","female","other","intentional_or_undetermined_self_harm",5,41000
"icd_08","1968","65-74","female","other","assault",1,41000
"icd_08","1968","65-74","female","other","all_cause",757,41000
"icd_08","1968","65-74","female","other","all_external",35,41000
"icd_08","1968","65-74","female","other","non_external",722,41000
"icd_08","1968","65-74","female","other","vehicle",12,41000
"icd_08","1968","75-84","female","other","intentional_self_harm",7,18000
"icd_08","1968","75-84","female","other","undetermined",1,18000
"icd_08","1968","75-84","female","other","intentional_or_undetermined_self_harm",8,18000
"icd_08","1968","75-84","female","other","assault",1,18000
"icd_08","1968","75-84","female","other","all_cause",757,18000
"icd_08","1968","75-84","female","other","all_external",32,18000
"icd_08","1968","75-84","female","other","non_external",725,18000
"icd_08","1968","75-84","female","other","vehicle",5,18000
"icd_08","1968","< 1","male","other","intentional_self_harm",0,26510
"icd_08","1968","< 1","male","other","undetermined",0,26510
"icd_08","1968","< 1","male","other","intentional_or_undetermined_self_harm",0,26510
"icd_08","1968","< 1","male","other","assault",2,26510
"icd_08","1968","< 1","male","other","all_cause",651,26510
"icd_08","1968","< 1","male","other","all_external",27,26510
"icd_08","1968","< 1","male","other","non_external",624,26510
"icd_08","1968","< 1","male","other","vehicle",2,26510
"icd_08","1968","1-4","male","other","intentional_self_harm",0,101000
"icd_08","1968","1-4","male","other","undetermined",2,101000
"icd_08","1968","1-4","male","other","intentional_or_undetermined_self_harm",2,101000
"icd_08","1968","1-4","male","other","assault",0,101000
"icd_08","1968","1-4","male","other","all_cause",149,101000
"icd_08","1968","1-4","male","other","all_external",69,101000
"icd_08","1968","1-4","male","other","non_external",80,101000
"icd_08","1968","1-4","male","other","vehicle",21,101000
"icd_08","1968","5-9","male","other","intentional_self_harm",0,138000
"icd_08","1968","5-9","male","other","undetermined",0,138000
"icd_08","1968","5-9","male","other","intentional_or_undetermined_self_harm",0,138000
"icd_08","1968","5-9","male","other","assault",0,138000
"icd_08","1968","5-9","male","other","all_cause",73,138000
"icd_08","1968","5-9","male","other","all_external",33,138000
"icd_08","1968","5-9","male","other","non_external",40,138000
"icd_08","1968","5-9","male","other","vehicle",5,138000
"icd_08","1968","10-14","male","other","intentional_self_harm",0,122000
"icd_08","1968","10-14","male","other","undetermined",0,122000
"icd_08","1968","10-14","male","other","intentional_or_undetermined_self_harm",0,122000
"icd_08","1968","10-14","male","other","assault",2,122000
"icd_08","1968","10-14","male","other","all_cause",67,122000
"icd_08","1968","10-14","male","other","all_external",41,122000
"icd_08","1968","10-14","male","other","non_external",26,122000
"icd_08","1968","10-14","male","other","vehicle",12,122000
"icd_08","1968","15-19","male","other","intentional_self_harm",16,110000
"icd_08","1968","15-19","male","other","undetermined",5,110000
"icd_08","1968","15-19","male","other","intentional_or_undetermined_self_harm",21,110000
"icd_08","1968","15-19","male","other","assault",9,110000
"icd_08","1968","15-19","male","other","all_cause",192,110000
"icd_08","1968","15-19","male","other","all_external",140,110000
"icd_08","1968","15-19","male","other","non_external",52,110000
"icd_08","1968","15-19","male","other","vehicle",53,110000
"icd_08","1968","20-24","male","other","intentional_self_harm",23,95000
"icd_08","1968","20-24","male","other","undetermined",8,95000
"icd_08","1968","20-24","male","other","intentional_or_undetermined_self_harm",31,95000
"icd_08","1968","20-24","male","other","assault",17,95000
"icd_08","1968","20-24","male","other","all_cause",237,95000
"icd_08","1968","20-24","male","other","all_external",194,95000
"icd_08","1968","20-24","male","other","non_external",43,95000
"icd_08","1968","20-24","male","other","vehicle",97,95000
"icd_08","1968","25-34","male","other","intentional_self_harm",31,161000
"icd_08","1968","25-34","male","other","undetermined",9,161000
"icd_08","1968","25-34","male","other","intentional_or_undetermined_self_harm",40,161000
"icd_08","1968","25-34","male","other","assault",30,161000
"icd_08","1968","25-34","male","other","all_cause",410,161000
"icd_08","1968","25-34","male","other","all_external",285,161000
"icd_08","1968","25-34","male","other","non_external",125,161000
"icd_08","1968","25-34","male","other","vehicle",124,161000
"icd_08","1968","35-44","male","other","intentional_self_harm",23,140000
"icd_08","1968","35-44","male","other","undetermined",8,140000
"icd_08","1968","35-44","male","other","intentional_or_undetermined_self_harm",31,140000
"icd_08","1968","35-44","male","other","assault",29,140000
"icd_08","1968","35-44","male","other","all_cause",536,140000
"icd_08","1968","35-44","male","other","all_external",199,140000
"icd_08","1968","35-44","male","other","non_external",337,140000
"icd_08","1968","35-44","male","other","vehicle",56,140000
"icd_08","1968","45-54","male","other","intentional_self_harm",15,105000
"icd_08","1968","45-54","male","other","undetermined",8,105000
"icd_08","1968","45-54","male","other","intentional_or_undetermined_self_harm",23,105000
"icd_08","1968","45-54","male","other","assault",17,105000
"icd_08","1968","45-54","male","other","all_cause",825,105000
"icd_08","1968","45-54","male","other","all_external",159,105000
"icd_08","1968","45-54","male","other","non_external",666,105000
"icd_08","1968","45-54","male","other","vehicle",56,105000
"icd_08","1968","55-64","male","other","intentional_self_harm",14,84000
"icd_08","1968","55-64","male","other","undetermined",8,84000
"icd_08","1968","55-64","male","other","intentional_or_undetermined_self_harm",22,84000
"icd_08","1968","55-64","male","other","assault",12,84000
"icd_08","1968","55-64","male","other","all_cause",1416,84000
"icd_08","1968","55-64","male","other","all_external",156,84000
"icd_08","1968","55-64","male","other","non_external",1260,84000
"icd_08","1968","55-64","male","other","vehicle",53,84000
"icd_08","1968","65-74","male","other","intentional_self_harm",9,48000
"icd_08","1968","65-74","male","other","undetermined",3,48000
"icd_08","1968","65-74","male","other","intentional_or_undetermined_self_harm",12,48000
"icd_08","1968","65-74","male","other","assault",9,48000
"icd_08","1968","65-74","male","other","all_cause",1637,48000
"icd_08","1968","65-74","male","other","all_external",102,48000
"icd_08","1968","65-74","male","other","non_external",1535,48000
"icd_08","1968","65-74","male","other","vehicle",31,48000
"icd_08","1968","75-84","male","other","intentional_self_harm",4,21000
"icd_08","1968","75-84","male","other","undetermined",1,21000
"icd_08","1968","75-84","male","other","intentional_or_undetermined_self_harm",5,21000
"icd_08","1968","75-84","male","other","assault",3,21000
"icd_08","1968","75-84","male","other","all_cause",1393,21000
"icd_08","1968","75-84","male","other","all_external",46,21000
"icd_08","1968","75-84","male","other","non_external",1347,21000
"icd_08","1968","75-84","male","other","vehicle",8,21000
"icd_08","1968","< 1","female","white","intentional_self_harm",0,1.42163e+006
"icd_08","1968","< 1","female","white","undetermined",22,1.42163e+006
"icd_08","1968","< 1","female","white","intentional_or_undetermined_self_harm",22,1.42163e+006
"icd_08","1968","< 1","female","white","assault",58,1.42163e+006
"icd_08","1968","< 1","female","white","all_cause",23167,1.42163e+006
"icd_08","1968","< 1","female","white","all_external",866,1.42163e+006
"icd_08","1968","< 1","female","white","non_external",22301,1.42163e+006
"icd_08","1968","< 1","female","white","vehicle",121,1.42163e+006
"icd_08","1968","1-4","female","white","intentional_self_harm",0,5.999e+006
"icd_08","1968","1-4","female","white","undetermined",39,5.999e+006
"icd_08","1968","1-4","female","white","intentional_or_undetermined_self_harm",39,5.999e+006
"icd_08","1968","1-4","female","white","assault",69,5.999e+006
"icd_08","1968","1-4","female","white","all_cause",4221,5.999e+006
"icd_08","1968","1-4","female","white","all_external",1544,5.999e+006
"icd_08","1968","1-4","female","white","non_external",2677,5.999e+006
"icd_08","1968","1-4","female","white","vehicle",507,5.999e+006
"icd_08","1968","5-9","female","white","intentional_self_harm",0,8.498e+006
"icd_08","1968","5-9","female","white","undetermined",17,8.498e+006
"icd_08","1968","5-9","female","white","intentional_or_undetermined_self_harm",17,8.498e+006
"icd_08","1968","5-9","female","white","assault",43,8.498e+006
"icd_08","1968","5-9","female","white","all_cause",2913,8.498e+006
"icd_08","1968","5-9","female","white","all_external",1203,8.498e+006
"icd_08","1968","5-9","female","white","non_external",1710,8.498e+006
"icd_08","1968","5-9","female","white","vehicle",628,8.498e+006
"icd_08","1968","10-14","female","white","intentional_self_harm",17,8.518e+006
"icd_08","1968","10-14","female","white","undetermined",8,8.518e+006
"icd_08","1968","10-14","female","white","intentional_or_undetermined_self_harm",25,8.518e+006
"icd_08","1968","10-14","female","white","assault",40,8.518e+006
"icd_08","1968","10-14","female","white","all_cause",2412,8.518e+006
"icd_08","1968","10-14","female","white","all_external",937,8.518e+006
"icd_08","1968","10-14","female","white","non_external",1475,8.518e+006
"icd_08","1968","10-14","female","white","vehicle",513,8.518e+006
"icd_08","1968","15-19","female","white","intentional_self_harm",173,7.767e+006
"icd_08","1968","15-19","female","white","undetermined",36,7.767e+006
"icd_08","1968","15-19","female","white","intentional_or_undetermined_self_harm",209,7.767e+006
"icd_08","1968","15-19","female","white","assault",122,7.767e+006
"icd_08","1968","15-19","female","white","all_cause",4431,7.767e+006
"icd_08","1968","15-19","female","white","all_external",2647,7.767e+006
"icd_08","1968","15-19","female","white","non_external",1784,7.767e+006
"icd_08","1968","15-19","female","white","vehicle",1932,7.767e+006
"icd_08","1968","20-24","female","white","intentional_self_harm",326,6.867e+006
"icd_08","1968","20-24","female","white","undetermined",81,6.867e+006
"icd_08","1968","20-24","female","white","intentional_or_undetermined_self_harm",407,6.867e+006
"icd_08","1968","20-24","female","white","assault",192,6.867e+006
"icd_08","1968","20-24","female","white","all_cause",4417,6.867e+006
"icd_08","1968","20-24","female","white","all_external",2286,6.867e+006
"icd_08","1968","20-24","female","white","non_external",2131,6.867e+006
"icd_08","1968","20-24","female","white","vehicle",1348,6.867e+006
"icd_08","1968","25-34","female","white","intentional_self_harm",795,1.0543e+007
"icd_08","1968","25-34","female","white","undetermined",126,1.0543e+007
"icd_08","1968","25-34","female","white","intentional_or_undetermined_self_harm",921,1.0543e+007
"icd_08","1968","25-34","female","white","assault",298,1.0543e+007
"icd_08","1968","25-34","female","white","all_cause",8732,1.0543e+007
"icd_08","1968","25-34","female","white","all_external",3139,1.0543e+007
"icd_08","1968","25-34","female","white","non_external",5593,1.0543e+007
"icd_08","1968","25-34","female","white","vehicle",1355,1.0543e+007
"icd_08","1968","35-44","female","white","intentional_self_harm",1221,1.0651e+007
"icd_08","1968","35-44","female","white","undetermined",181,1.0651e+007
"icd_08","1968","35-44","female","white","intentional_or_undetermined_self_harm",1402,1.0651e+007
"icd_08","1968","35-44","female","white","assault",312,1.0651e+007
"icd_08","1968","35-44","female","white","all_cause",21044,1.0651e+007
"icd_08","1968","35-44","female","white","all_external",3883,1.0651e+007
"icd_08","1968","35-44","female","white","non_external",17161,1.0651e+007
"icd_08","1968","35-44","female","white","vehicle",1292,1.0651e+007
"icd_08","1968","45-54","female","white","intentional_self_harm",1426,1.0533e+007
"icd_08","1968","45-54","female","white","undetermined",212,1.0533e+007
"icd_08","1968","45-54","female","white","intentional_or_undetermined_self_harm",1638,1.0533e+007
"icd_08","1968","45-54","female","white","assault",231,1.0533e+007
"icd_08","1968","45-54","female","white","all_cause",49561,1.0533e+007
"icd_08","1968","45-54","female","white","all_external",4556,1.0533e+007
"icd_08","1968","45-54","female","white","non_external",45005,1.0533e+007
"icd_08","1968","45-54","female","white","vehicle",1437,1.0533e+007
"icd_08","1968","55-64","female","white","intentional_self_harm",987,8.61e+006
"icd_08","1968","55-64","female","white","undetermined",141,8.61e+006
"icd_08","1968","55-64","female","white","intentional_or_undetermined_self_harm",1128,8.61e+006
"icd_08","1968","55-64","female","white","assault",156,8.61e+006
"icd_08","1968","55-64","female","white","all_cause",88557,8.61e+006
