"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	36	258270	13.9
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	12	258270	4.6 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Other accidents "	"E910-E929"	239	258270	92.5
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	2	258270	0.8 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	1	258270	0.4 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	23	258270	8.9
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	17	258270	6.6 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	16	265110	6.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	1	265110	0.4 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	5	265110	1.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	7	265110	2.6 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	2	265110	0.8 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental falls"	"E880-E887"	23	265110	8.7
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	50	265110	18.9
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	16	265110	6.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Other accidents "	"E910-E929"	272	265110	102.6
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	7	265110	2.6 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	22	265110	8.3
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	23	265110	8.7
	"1968"	"1968"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	1	265110	0.4 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	2	25334	7.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	1	25334	3.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental falls"	"E880-E887"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	1	25334	3.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Other accidents "	"E910-E929"	10	25334	39.5 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	1	25334	3.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	1	25334	3.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	2	26510	7.5 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	1	26510	3.8 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	1	26510	3.8 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental falls"	"E880-E887"	1	26510	3.8 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	3	26510	11.3 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	1	26510	3.8 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Other accidents "	"E910-E929"	16	26510	60.4 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	2	26510	7.5 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	121	1421634	8.5
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	3	1421634	0.2 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Water transport accidents"	"E830-E838"	2	1421634	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	2	1421634	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	5	1421634	0.4 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	2	1421634	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	6	1421634	0.4 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Accidental falls"	"E880-E887"	40	1421634	2.8
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	58	1421634	4.1
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	15	1421634	1.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Other accidents "	"E910-E929"	519	1421634	36.5
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	13	1421634	0.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	58	1421634	4.1
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	22	1421634	1.5
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	146	1504706	9.7
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Water transport accidents"	"E830-E838"	2	1504706	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	2	1504706	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	11	1504706	0.7 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	3	1504706	0.2 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	2	1504706	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Accidental falls"	"E880-E887"	48	1504706	3.2
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	43	1504706	2.9
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	13	1504706	0.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Other accidents "	"E910-E929"	669	1504706	44.5
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	14	1504706	0.9 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	1	1504706	0.1 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	57	1504706	3.8
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	36	1504706	2.4
	"1968"	"1968"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	104	1042000	10.0
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	11	1042000	1.1 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	8	1042000	0.8 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	37	1042000	3.6
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	2	1042000	0.2 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental falls"	"E880-E887"	32	1042000	3.1
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	190	1042000	18.2
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Other accidents "	"E910-E929"	107	1042000	10.3
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	2	1042000	0.2 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	36	1042000	3.5
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	32	1042000	3.1
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Railway accidents"	"E800-E807"	2	1048000	0.2 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	175	1048000	16.7
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	19	1048000	1.8 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	23	1048000	2.2
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	25	1048000	2.4
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	8	1048000	0.8 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental falls"	"E880-E887"	42	1048000	4.0
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	203	1048000	19.4
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	1	1048000	0.1 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Other accidents "	"E910-E929"	147	1048000	14.0
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	4	1048000	0.4 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	1	1048000	0.1 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	44	1048000	4.2
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	35	1048000	3.3
	"1968"	"1968"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1968"	"1968"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	21	99000	21.2
	"1968"	"1968"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	2	99000	2.0 (Unreliable)
