"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1968"	"1968"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	3442	1392000	247.3
	"1968"	"1968"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	6387	1165000	548.2
	"1968"	"1968"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	274	179000	153.1
	"1968"	"1968"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	410	161000	254.7
	"1968"	"1968"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	8732	10543000	82.8
	"1968"	"1968"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	18004	10262000	175.4
	"1968"	"1968"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	7432	1309000	567.8
	"1968"	"1968"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	10591	1097000	965.5
	"1968"	"1968"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	404	163000	247.9
	"1968"	"1968"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	536	140000	382.9
	"1968"	"1968"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	21044	10651000	197.6
	"1968"	"1968"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	35423	10228000	346.3
	"1968"	"1968"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	12007	1100000	1091.5
	"1968"	"1968"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	17281	957000	1805.7
	"1968"	"1968"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	488	100000	488.0
	"1968"	"1968"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	825	105000	785.7
	"1968"	"1968"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	49561	10533000	470.5
	"1968"	"1968"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	90600	9933000	912.1
	"1968"	"1968"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	17865	828000	2157.6
	"1968"	"1968"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	24704	716000	3450.3
	"1968"	"1968"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	565	62000	911.3
	"1968"	"1968"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	1416	84000	1685.7
	"1968"	"1968"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	88557	8610000	1028.5
	"1968"	"1968"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	175169	7787000	2249.5
	"1968"	"1968"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	22756	563000	4041.9
	"1968"	"1968"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	27469	453000	6063.8
	"1968"	"1968"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	757	41000	1846.3
	"1968"	"1968"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	1637	48000	3410.4
	"1968"	"1968"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	159097	6208000	2562.8
	"1968"	"1968"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	241830	4865000	4970.8
	"1968"	"1968"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	15394	222000	6934.2
	"1968"	"1968"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	15709	165000	9520.6
	"1968"	"1968"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	757	18000	4205.6
	"1968"	"1968"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	1393	21000	6633.3
	"1968"	"1968"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	230180	3290000	6996.4
	"1968"	"1968"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	229697	2230000	10300.3
	"1968"	"1968"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	7467	56000	13333.9
	"1968"	"1968"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	5679	35000	16225.7
	"1968"	"1968"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	443	5000	8860.0
	"1968"	"1968"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	681	6000	11350.0
	"1968"	"1968"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	139490	739000	18875.5
	"1968"	"1968"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	89261	399000	22371.2
	"1968"	"1968"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	86	Not Applicable	Not Applicable
	"1968"	"1968"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	142	Not Applicable	Not Applicable
	"1968"	"1968"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	6	Not Applicable	Not Applicable
	"1968"	"1968"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	6	Not Applicable	Not Applicable
	"1968"	"1968"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	183	Not Applicable	Not Applicable
	"1968"	"1968"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	262	Not Applicable	Not Applicable
	"1969"	"1969"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	8360	264186	3164.4
	"1969"	"1969"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	10522	270036	3896.5
	"1969"	"1969"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	483	27064	1784.7
	"1969"	"1969"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	600	28820	2081.9
	"1969"	"1969"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	22950	1462384	1569.4
	"1969"	"1969"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	32158	1547716	2077.8
	"1969"	"1969"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	1328	1008000	131.7
	"1969"	"1969"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	1627	1014000	160.5
	"1969"	"1969"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	92	102000	90.2
	"1969"	"1969"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	132	103000	128.2
	"1969"	"1969"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	4078	5742000	71.0
	"1969"	"1969"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	5033	5994000	84.0
	"1969"	"1969"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	675	1387000	48.7
	"1969"	"1969"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	984	1389000	70.8
	"1969"	"1969"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	62	138000	44.9
	"1969"	"1969"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	78	140000	55.7
	"1969"	"1969"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	2829	8407000	33.7
	"1969"	"1969"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	4273	8781000	48.7
	"1969"	"1969"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	577	1385000	41.7
	"1969"	"1969"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	1020	1389000	73.4
	"1969"	"1969"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	39	128000	30.5
	"1969"	"1969"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	76	128000	59.4
	"1969"	"1969"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	2519	8615000	29.2
	"1969"	"1969"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	4299	8996000	47.8
	"1969"	"1969"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	1123	1182000	95.0
	"1969"	"1969"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2740	1158000	236.6
	"1969"	"1969"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	87	116000	75.0
	"1969"	"1969"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	224	116000	193.1
	"1969"	"1969"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	4615	7936000	58.2
	"1969"	"1969"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	12352	8113000	152.2
	"1969"	"1969"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	1306	931000	140.3
	"1969"	"1969"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	3434	798000	430.3
	"1969"	"1969"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	97	112000	86.6
	"1969"	"1969"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	257	105000	244.8
	"1969"	"1969"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	4690	7144000	65.6
	"1969"	"1969"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	13497	6677000	202.1
	"1969"	"1969"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	3422	1425000	240.1
	"1969"	"1969"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	6519	1197000	544.6
	"1969"	"1969"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	258	192000	134.4
	"1969"	"1969"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	509	176000	289.2
	"1969"	"1969"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	9109	10847000	84.0
	"1969"	"1969"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	18907	10569000	178.9
	"1969"	"1969"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	7155	1308000	547.0
	"1969"	"1969"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	10649	1086000	980.6
	"1969"	"1969"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	381	168000	226.8
	"1969"	"1969"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	590	144000	409.7
	"1969"	"1969"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	20780	10471000	198.5
	"1969"	"1969"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	35155	10065000	349.3
	"1969"	"1969"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	11829	1118000	1058.1
	"1969"	"1969"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	17279	968000	1785.0
	"1969"	"1969"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	494	109000	453.2
	"1969"	"1969"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	856	112000	764.3
	"1969"	"1969"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	48753	10679000	456.5
	"1969"	"1969"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	89413	10032000	891.3
	"1969"	"1969"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	17514	851000	2058.0
	"1969"	"1969"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	24156	729000	3313.6
	"1969"	"1969"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	559	66000	847.0
	"1969"	"1969"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	1281	84000	1525.0
	"1969"	"1969"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	87866	8761000	1002.9
	"1969"	"1969"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	174128	7898000	2204.7
	"1969"	"1969"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	22393	572000	3914.9
	"1969"	"1969"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	26793	455000	5888.6
	"1969"	"1969"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	747	44000	1697.7
	"1969"	"1969"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	1755	51000	3441.2
	"1969"	"1969"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	157438	6289000	2503.4
	"1969"	"1969"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	237738	4890000	4861.7
	"1969"	"1969"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	15233	227000	6710.6
	"1969"	"1969"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	15785	167000	9452.1
	"1969"	"1969"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	684	19000	3600.0
	"1969"	"1969"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	1367	21000	6509.5
	"1969"	"1969"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	230098	3385000	6797.6
	"1969"	"1969"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	228514	2252000	10147.2
	"1969"	"1969"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	7401	60000	12335.0
	"1969"	"1969"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	5535	37000	14959.5
	"1969"	"1969"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	443	5000	8860.0
	"1969"	"1969"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	670	7000	9571.4
	"1969"	"1969"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	142338	783000	18178.5
	"1969"	"1969"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	89614	415000	21593.7
	"1969"	"1969"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	76	Not Applicable	Not Applicable
	"1969"	"1969"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	102	Not Applicable	Not Applicable
	"1969"	"1969"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	4	Not Applicable	Not Applicable
	"1969"	"1969"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	6	Not Applicable	Not Applicable
	"1969"	"1969"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	179	Not Applicable	Not Applicable
	"1969"	"1969"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	299	Not Applicable	Not Applicable
	"1970"	"1970"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	8176	276702	2954.8
	"1970"	"1970"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	10511	285290	3684.3
	"1970"	"1970"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	493	29030	1698.2
	"1970"	"1970"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	611	30408	2009.3
	"1970"	"1970"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	23151	1510276	1532.9
	"1970"	"1970"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	31725	1599680	1983.2
	"1970"	"1970"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	1256	970376	129.4
	"1970"	"1970"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	1467	975063	150.5
	"1970"	"1970"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	84	116132	72.3
	"1970"	"1970"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	117	119438	98.0
	"1970"	"1970"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	3714	5614968	66.1
	"1970"	"1970"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	4910	5873083	83.6
	"1970"	"1970"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	652	1370073	47.6
	"1970"	"1970"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	897	1377355	65.1
	"1970"	"1970"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	49	153345	32.0
	"1970"	"1970"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	58	158048	36.7
	"1970"	"1970"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	2646	8264333	32.0
	"1970"	"1970"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	4099	8633093	47.5
	"1970"	"1970"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	562	1403154	40.1
	"1970"	"1970"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	971	1406715	69.0
	"1970"	"1970"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	37	148185	25.0
	"1970"	"1970"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	84	150297	55.9
	"1970"	"1970"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	2410	8647392	27.9
	"1970"	"1970"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	4382	9033725	48.5
	"1970"	"1970"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	1053	1221440	86.2
	"1970"	"1970"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2775	1201605	230.9
	"1970"	"1970"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	97	135971	71.3
	"1970"	"1970"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	232	140972	164.6
	"1970"	"1970"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	4672	8079090	57.8
	"1970"	"1970"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	12200	8291270	147.1
	"1970"	"1970"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	1404	974372	144.1
	"1970"	"1970"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	3769	839848	448.8
	"1970"	"1970"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	133	138373	96.1
	"1970"	"1970"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	288	136601	210.8
	"1970"	"1970"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	4826	7341007	65.7
	"1970"	"1970"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	13812	6940820	199.0
	"1970"	"1970"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	3362	1455562	231.0
	"1970"	"1970"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	6858	1225630	559.5
	"1970"	"1970"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	273	230020	118.7
	"1970"	"1970"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	414	216866	190.9
	"1970"	"1970"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	9259	11004490	84.1
	"1970"	"1970"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	19027	10774861	176.6
	"1970"	"1970"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	6978	1309316	533.0
	"1970"	"1970"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	10372	1084276	956.6
	"1970"	"1970"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	417	198424	210.2
	"1970"	"1970"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	568	168088	337.9
	"1970"	"1970"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	20004	10348829	193.3
	"1970"	"1970"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	34278	9978872	343.5
	"1970"	"1970"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	11834	1133625	1043.9
	"1970"	"1970"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	17395	978621	1777.5
	"1970"	"1970"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	549	130757	419.9
	"1970"	"1970"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	862	130455	660.8
	"1970"	"1970"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	49793	10756325	462.9
	"1970"	"1970"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	89084	10090174	882.9
	"1970"	"1970"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	17244	868176	1986.2
	"1970"	"1970"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	24073	739129	3256.9
	"1970"	"1970"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	568	75795	749.4
	"1970"	"1970"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	1355	95500	1418.8
	"1970"	"1970"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	89850	8853048	1014.9
	"1970"	"1970"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	175283	7958164	2202.6
	"1970"	"1970"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	22466	581881	3860.9
	"1970"	"1970"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	26749	460939	5803.2
	"1970"	"1970"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	792	50880	1556.6
	"1970"	"1970"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	1803	60619	2974.3
	"1970"	"1970"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	157278	6365611	2470.7
	"1970"	"1970"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	236443	4915526	4810.1
	"1970"	"1970"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	15385	229917	6691.5
	"1970"	"1970"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	15944	168633	9454.9
	"1970"	"1970"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	833	23782	3502.6
	"1970"	"1970"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	1394	24420	5708.4
	"1970"	"1970"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	229712	3429201	6698.7
